"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.69556,0.0868178755788847
"2","2D_NPMLE",0.70916,0.0882550470626266
"3","Welch",0.676,0.0940892580632689
"4","B_F",0.6378,0.0473293368613815
"5","Pooled_t",0.6956,0.0875288592239708
