"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.0971867007672634
"2",2,0,0,0,0,0,0,0,0.0883116883116883
"3",3,0,0,0,0,0,0,0,0.105911330049261
"4",4,0,0,0,0,0,0,0,0.0616621983914209
"5",5,0,0,0,0,0,0,0,0.104477611940299
"6",6,0,0,0,0,0,0,0,0.0933333333333333
"7",7,0,0,0,0,0,0,0,0.102362204724409
"8",8,0,0,0,0,0,0,0,0.0670241286863271
"9",9,0,0,0,0,0,0,0,0.0994897959183673
"10",10,0,0,0,0,0,0,0,0.105911330049261
"11",11,0,0,0,0,0,0,0,0.124378109452736
"12",12,0,0,0,0,0,0,0,0.0987654320987654
"13",13,0,0,0,0,0,0,0,0.0796915167095116
"14",14,0,0,0,0,0,0,0,0.103117505995204
"15",15,0,0,0,0,0,0,0,0.103896103896104
"16",16,0,0,0,0,0,0,0,0.110565110565111
"17",17,0,0,0,0,0,0,0,0.0815789473684211
"18",18,0,0,0,0,0,0,0,0.106965174129353
"19",19,0,0,0,0,0,0,0,0.117948717948718
"20",20,0,0,0,0,0,0,0,0.114427860696517
"21",21,0,0,0,0,0,0,0,0.12085308056872
"22",22,0,0,0,0,0,0,0,0.0866141732283465
"23",23,0,0,0,0,0,0,0,0.0977443609022556
"24",24,0,0,0,0,0,0,0,0.0882352941176471
"25",25,0,0,0,0,0,0,0,0.0788804071246819
"26",26,0,0,0,0,0,0,0,0.0761421319796954
"27",27,0,0,0,0,0,0,0,0.100263852242744
"28",28,0,0,0,0,0,0,0,0.0957178841309824
"29",29,0,0,0,0,0,0,0,0.116504854368932
"30",30,0,0,0,0,0,0,0,0.0891089108910891
"31",31,0,0,0,0,0,0,0,0.104859335038363
"32",32,0,0,0,0,0,0,0,0.103448275862069
"33",33,0,0,0,0,0,0,0,0.103896103896104
"34",34,0,0,0,0,0,0,0,0.109452736318408
"35",35,0,0,0,0,0,0,0,0.0978835978835979
"36",36,0,0,0,0,0,0,0,0.0778894472361809
"37",37,0,0,0,0,0,0,0,0.0805194805194805
"38",38,0,0,0,0,0,0,0,0.0798969072164948
"39",39,0,0,0,0,0,0,0,0.072192513368984
"40",40,0,0,0,0,0,0,0,0.100719424460432
"41",41,0,0,0,0,0,0,0,0.10379746835443
"42",42,0,0,0,0,0,0,0,0.0909090909090909
"43",43,0,0,0,0,0,0,0,0.0596205962059621
"44",44,0,0,0,0,0,0,0,0.1075
"45",45,0,0,0,0,0,0,0,0.111111111111111
"46",46,0,0,0,0,0,0,0,0.10443864229765
"47",47,0,0,0,0,0,0,0,0.110294117647059
"48",48,0,0,0,0,0,0,0,0.106635071090047
"49",49,0,0,0,0,0,0,0,0.10025706940874
"50",50,0,0,0,0,0,0,0,0.0544041450777202
