"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.0780856423173804
"2",2,0,0,0,0,0,0,0,0,0.0816831683168317
"3",3,0,0,0,0,0,0,0,0,0.0656167979002625
"4",4,0,0,0,0,0,0,0,0,0.102941176470588
"5",5,0,0,0,0,0,0,0,0,0.0979381443298969
"6",6,0,0,0,0,0,0,0,0,0.0963541666666667
"7",7,0,0,0,0,0,0,0,0,0.0904392764857881
"8",8,0,0,0,0,0,0,0,0,0.0962025316455696
"9",9,0,0,0,0,0,0,0,0,0.0812324929971989
"10",10,0,0,0,0,0,0,0,0,0.107692307692308
"11",11,0,0,0,0,0,0,0,0,0.112
"12",12,0,0,0,0,0,0,0,0,0.106060606060606
"13",13,0,0,0,0,0,0,0,0,0.0614973262032086
"14",14,0,0,0,0,0,0,0,0,0.072192513368984
"15",15,0,0,0,0,0,0,0,0,0.0925
"16",16,0,0,0,0,0,0,0,0,0.105911330049261
"17",17,0,0,0,0,0,0,0,0,0.0723514211886305
"18",18,0,0,0,0,0,0,0,0,0.0769230769230769
"19",19,0,0,0,0,0,0,0,0,0.0852713178294574
"20",20,0,0,0,0,0,0,0,0,0.10969387755102
"21",21,0,0,0,0,0,0,0,0,0.121140142517815
"22",22,0,0,0,0,0,0,0,0,0.0987654320987654
"23",23,0,0,0,0,0,0,0,0,0.124694376528117
"24",24,0,0,0,0,0,0,0,0,0.10831234256927
"25",25,0,0,0,0,0,0,0,0,0.119221411192214
"26",26,0,0,0,0,0,0,0,0,0.0994764397905759
"27",27,0,0,0,0,0,0,0,0,0.0710526315789474
"28",28,0,0,0,0,0,0,0,0,0.0842391304347826
"29",29,0,0,0,0,0,0,0,0,0.0911528150134048
"30",30,0,0,0,0,0,0,0,0,0.0956072351421189
"31",31,0,0,0,0,0,0,0,0,0.0904522613065327
"32",32,0,0,0,0,0,0,0,0,0.0948717948717949
"33",33,0,0,0,0,0,0,0,0,0.0712401055408971
"34",34,0,0,0,0,0,0,0,0,0.0826666666666667
"35",35,0,0,0,0,0,0,0,0,0.103723404255319
"36",36,0,0,0,0,0,0,0,0,0.0597826086956522
"37",37,0,0,0,0,0,0,0,0,0.111959287531807
"38",38,0,0,0,0,0,0,0,0,0.0974358974358974
"39",39,0,0,0,0,0,0,0,0,0.099009900990099
"40",40,0,0,0,0,0,0,0,0,0.0964467005076142
"41",41,0,0,0,0,0,0,0,0,0.103194103194103
"42",42,0,0,0,0,0,0,0,0,0.0856423173803526
"43",43,0,0,0,0,0,0,0,0,0.1
"44",44,0,0,0,0,0,0,0,0,0.0855614973262032
"45",45,0,0,0,0,0,0,0,0,0.0981432360742706
"46",46,0,0,0,0,0,0,0,0,0.0852713178294574
"47",47,0,0,0,0,0,0,0,0,0.0980926430517711
"48",48,0,0,0,0,0,0,0,0,0.0924170616113744
"49",49,0,0,0,0,0,0,0,0,0.0767045454545455
"50",50,0,0,0,0,0,0,0,0,0.0850515463917526
