"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.0741687979539642
"2",2,0,0,0,0,0,0,0,0.063013698630137
"3",3,0,0,0,0,0,0,0,0.141119221411192
"4",4,0,0,0,0,0,0,0,0.0818414322250639
"5",5,0,0,0,0,0,0,0,0.0876712328767123
"6",6,0,0,0,0,0,0,0,0.104738154613466
"7",7,0,0,0,0,0,0,0,0.0583554376657825
"8",8,0,0,0,0,0,0,0,0.0979899497487437
"9",9,0,0,0,0,0,0,0,0.116094986807388
"10",10,0,0,0,0,0,0,0,0.108860759493671
"11",11,0,0,0,0,0,0,0,0.109725685785536
"12",12,0,0,0,0,0,0,0,0.119221411192214
"13",13,0,0,0,0,0,0,0,0.128463476070529
"14",14,0,0,0,0,0,0,0,0.0901856763925729
"15",15,0,0,0,0,0,0,0,0.0997442455242967
"16",16,0,0,0,0,0,0,0,0.0938337801608579
"17",17,0,0,0,0,0,0,0,0.0975
"18",18,0,0,0,0,0,0,0,0.0969387755102041
"19",19,0,0,0,0,0,0,0,0.092964824120603
"20",20,0,0,0,0,0,0,0,0.103448275862069
"21",21,0,0,0,0,0,0,0,0.0775193798449612
"22",22,0,0,0,0,0,0,0,0.0906666666666667
"23",23,0,0,0,0,0,0,0,0.0765171503957784
"24",24,0,0,0,0,0,0,0,0.0962566844919786
"25",25,0,0,0,0,0,0,0,0.10230179028133
"26",26,0,0,0,0,0,0,0,0.0951086956521739
"27",27,0,0,0,0,0,0,0,0.0906666666666667
"28",28,0,0,0,0,0,0,0,0.0807291666666667
"29",29,0,0,0,0,0,0,0,0.101333333333333
"30",30,0,0,0,0,0,0,0,0.0846560846560847
"31",31,0,0,0,0,0,0,0,0.0780487804878049
"32",32,0,0,0,0,0,0,0,0.103092783505155
"33",33,0,0,0,0,0,0,0,0.0982367758186398
"34",34,0,0,0,0,0,0,0,0.0931989924433249
"35",35,0,0,0,0,0,0,0,0.103274559193955
"36",36,0,0,0,0,0,0,0,0.0773480662983425
"37",37,0,0,0,0,0,0,0,0.0976253298153034
"38",38,0,0,0,0,0,0,0,0.0901856763925729
"39",39,0,0,0,0,0,0,0,0.0751295336787565
"40",40,0,0,0,0,0,0,0,0.0943877551020408
"41",41,0,0,0,0,0,0,0,0.078167115902965
"42",42,0,0,0,0,0,0,0,0.118279569892473
"43",43,0,0,0,0,0,0,0,0.0883838383838384
"44",44,0,0,0,0,0,0,0,0.0810126582278481
"45",45,0,0,0,0,0,0,0,0.0976253298153034
"46",46,0,0,0,0,0,0,0,0.0971867007672634
"47",47,0,0,0,0,0,0,0,0.0636604774535809
"48",48,0,0,0,0,0,0,0,0.0971128608923885
"49",49,0,0,0,0,0,0,0,0.0864197530864197
"50",50,0,0,0,0,0,0,0,0.10443864229765
