"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.724
"2",2,0,0,0,0,0,0,0,0.684
"3",3,0,0,0,0,0,0,0,0.706
"4",4,0,0,0,0,0,0,0,0.718
"5",5,0,0,0,0,0,0,0,0.666
"6",6,0,0,0,0,0,0,0,0.718
"7",7,0,0,0,0,0,0,0,0.71
"8",8,0,0,0,0,0,0,0,0.718
"9",9,0,0,0,0,0,0,0,0.67
"10",10,0,0,0,0,0,0,0,0.704
"11",11,0,0,0,0,0,0,0,0.714
"12",12,0,0,0,0,0,0,0,0.724
"13",13,0,0,0,0,0,0,0,0.692
"14",14,0,0,0,0,0,0,0,0.686
"15",15,0,0,0,0,0,0,0,0.704
"16",16,0,0,0,0,0,0,0,0.676
"17",17,0,0,0,0,0,0,0,0.722
"18",18,0,0,0,0,0,0,0,0.708
"19",19,0,0,0,0,0,0,0,0.722
"20",20,0,0,0,0,0,0,0,0.676
"21",21,0,0,0,0,0,0,0,0.714
"22",22,0,0,0,0,0,0,0,0.682
"23",23,0,0,0,0,0,0,0,0.7
"24",24,0,0,0,0,0,0,0,0.676
"25",25,0,0,0,0,0,0,0,0.702
"26",26,0,0,0,0,0,0,0,0.666
"27",27,0,0,0,0,0,0,0,0.682
"28",28,0,0,0,0,0,0,0,0.706
"29",29,0,0,0,0,0,0,0,0.674
"30",30,0,0,0,0,0,0,0,0.692
"31",31,0,0,0,0,0,0,0,0.756
"32",32,0,0,0,0,0,0,0,0.696
"33",33,0,0,0,0,0,0,0,0.716
"34",34,0,0,0,0,0,0,0,0.72
"35",35,0,0,0,0,0,0,0,0.712
"36",36,0,0,0,0,0,0,0,0.668
"37",37,0,0,0,0,0,0,0,0.684
"38",38,0,0,0,0,0,0,0,0.686
"39",39,0,0,0,0,0,0,0,0.714
"40",40,0,0,0,0,0,0,0,0.71
"41",41,0,0,0,0,0,0,0,0.684
"42",42,0,0,0,0,0,0,0,0.656
"43",43,0,0,0,0,0,0,0,0.722
"44",44,0,0,0,0,0,0,0,0.726
"45",45,0,0,0,0,0,0,0,0.684
"46",46,0,0,0,0,0,0,0,0.706
"47",47,0,0,0,0,0,0,0,0.706
"48",48,0,0,0,0,0,0,0,0.688
"49",49,0,0,0,0,0,0,0,0.74
"50",50,0,0,0,0,0,0,0,0.686
